,id,description,jobflag
3482,3482,"Provide input into design of adherence programs across brands by modeling impact of various options and design approaches, for example financial and behavioral segment impacts. Create and maintain knowledge library",1
3483,3483,Provide advanced manufacturing process analyses as well as numerical modeling and optimization where applicable in support of product development applications for BD business units.,3
3484,3484,Create automation to ensure quality.,3
3485,3485,Develop efficient features that support proper data extraction and curation for analytical purposes,2
3486,3486,Assist with training and makes recommendations to end users on hardware and software applications.,4
3487,3487,Champion and lead the development of cross-organizational dashboards,1
3488,3488,"Performing software analysis, design and development according to existing coding standards and guidelines",3
3489,3489,"Outage response, high-level systems analysis, evaluation, documentation, and implementation requiring a thorough knowledge of administrative and technical skills related to the IEN/VoIP platform",3
3490,3490,Participate in business process management group efforts to collect and analyze metrics and continually improve processes owned by the group.,4
3491,3491,"Analyze highly complex business requirements, design and describe technical specifications, and design or redesign complex applications",2
3492,3492,"Facilitate Defect Triage meetings and manage the Issue Analysis process Conduct key formal peer reviews, collect key metrics to facilitate a learning organization Ensure Definition-of-Ready and Definition-of-Done criteria being met Facilitate common software requirements analysis across multiple projects Assist Chief Software Engineer and Technical Program Managers with overall continuous technical process improvements",3
3493,3493,"Participate in formal software inspection processes, customer meetings, and user events",3
3494,3494,"Work through all phases of the software development life cycle, including research, design, analysis, requirements, implementation, test automation, and maintenance.",3
3495,3495,Determine necessary data sets and translate data into viable insights and business recommendations,1
3496,3496,"Design, develop, test, deploy, maintain, and enhance software solutions.",3
3497,3497,"Work in an Agile software development environment; attend and contribute to scrum, planning and retrospect meetings",3
3498,3498,"Generate cost experience and reconciliation reports including DONIBIS, SSR, and custom reports, as needed.",4
3499,3499,"Develop & execute comprehensive project plans, leveraging creativity & tenacity to solve tough problems & drive program success.",4
3500,3500,"Develop value propositions, identifying new business opportunities for data",1
