,id,description,jobflag
3182,3182,Supports compliance with federal regulatory (all/alternate) acquisition analysis. Interpret data and present findings and recommendations to management.,1
3183,3183,"Provides ongoing reporting based on analysis and interpretation of large data sets, provide actionable recommendations based on findings",1
3184,3184,"Support other engagements, such as those being led by the GRC Team.",4
3185,3185,Assist in coding execution engine.,2
3186,3186,Collect and document technical requirements from customers and configure the Carbon Black software to work within the capabilities of the application for those requirements. Review the configuration decisions that are available to customers and provide expertise and guidance on best practices.,4
3187,3187,Design and develop software according to our company and OWASP secure-coding guidelines.,3
3188,3188,"Initiate timely telephone calls, faxes or emails to the customer to obtain, document or pass along needed information.",4
3189,3189,Contribute to and maintain design and user documentation,3
3190,3190,Translate analysis results into actionable insights,1
3191,3191,Develop and deliver software iteratively and incrementally,3
3192,3192,Automate the generation of datasets using a transformation framework and become the interface between your data warehouse and your data science team,2
3193,3193,"Create original documents that describe project specifications, logic flow and data analysis findings",1
3194,3194,Investigate front-end technologies and research solutions needed for system and business requirements.,3
3195,3195,"Leverage knowledge of requirements analysis, integration, evaluation, enhancement, maintenance, and testing to formulate customer solutions.",1
3196,3196,Develop and evolve methodologies for measuring business results and using the available data to guide campaign planning and optimization activities.,1
3197,3197,Performance of acceptance fire testing for authorities having jurisdiction,3
3198,3198,"Define and drive front-end architecture, code quality, and technical standards.",3
3199,3199,Collaborating with a globallyl distributed team,1
3200,3200,"Model business problems to machine learning ones, mapping business data to dependent and independent features, doing proper feature engineering, iterating with different predictive models, conducting hyper parameter optimization to yield highest prediction accuracy, and deploying the model to production",1
